timestamp,price,ask_price
2026-05-12 19:29,433.135,434.0
2026-05-12 19:30,433.31,434.0
2026-05-12 19:57,433.35,438.1
2026-05-12 19:58,433.495,438.1
2026-05-12 19:59,433.48,433.5
