timestamp,price,ask_price
2026-05-12 19:29,118.57,118.58
2026-05-12 19:30,118.47,118.63
2026-05-12 19:57,120.485,120.49
2026-05-12 19:58,120.365,120.49
2026-05-12 19:59,120.65,120.67
