timestamp,price,ask_price
2026-05-08 19:29,446.76,446.76
2026-05-08 19:30,445.73,448.53
2026-05-08 19:57,455.745,455.88
2026-05-08 19:58,455.22,455.37
2026-05-08 19:59,455.22,455.23
