timestamp,price,ask_price
2026-05-12 19:29,602.38,605.0
2026-05-12 19:30,602.44,612.0
2026-05-12 19:57,603.04,603.1
2026-05-12 19:58,603.06,603.12
2026-05-12 19:59,603.145,603.33
