timestamp,price,ask_price
2026-05-12 19:29,408.92,408.96
2026-05-12 19:30,408.96,408.99
2026-05-12 19:57,407.7,412.0
2026-05-12 19:58,407.655,407.68
2026-05-12 19:59,407.68,412.38
