timestamp,price,ask_price
2026-05-12 19:29,87.605,87.61
2026-05-12 19:30,87.635,87.66
2026-05-12 19:57,87.645,87.65
2026-05-12 19:58,87.645,87.65
2026-05-12 19:59,87.67,87.67
