timestamp,price,ask_price
2026-05-08 19:28,293.405,293.72
2026-05-08 19:29,293.425,293.72
2026-05-08 19:30,293.455,293.45
2026-05-08 19:57,293.48,293.5
2026-05-08 19:58,293.49,293.48
